연번,사업장명,주소,위도,경도,데이터기준일자
439,에스엠(SM)마트 보건대점,"광주광역시 광산구 장신로 308, 1층(신창동 652-21)",35.1918912,126.8434904,2024-04-30
440,주식회사 코코마트 수완점,"광주광역시 광산구 장덕로137번길 17, 수완진아리채상가 107호(수완동 916)",35.19702853,126.8229879,2024-04-30
441,텃밭 신창점,"광주광역시 광산구 신창로71번길 33, 1동 101~103호(신창동 1270)",35.19362671,126.8335172,2024-04-30
442,미니스톱 수완신완점,"광주광역시 광산구 풍영로329번길 51, 상가동 101호(장덕동 1044)",35.20047438,126.8117949,2024-04-30
443,지에스(GS)25 수완사랑점,"광주광역시 광산구 임방울대로 356, 1층 102호(수완동 1077)",35.19166403,126.8244068,2024-04-30
444,지에스25(GS25) 신창지구점,"광주광역시 광산구 신창로 70, 108호 (신창동 1218-1)",35.19151215,126.8373738,2024-04-30
445,빈마켓,"광주광역시 광산구 신창로138번길 15-2, 1층상가(신창동 1140-10)",35.19676169,126.8399902,2024-04-30
446,씨유(CU)수완부영점,"광주광역시 광산구 장덕로6번길 59, 상가동 101호(장덕동 1309)",35.19389625,126.8111199,2024-04-30
447,씨유(CU)광주 보건대점,"광주광역시 광산구 북문대로419번길 24, 1층(신창동 508-24)",35.19316069,126.8478251,2024-04-30
448,세븐일레븐 광주수완 원룸점,광주광역시 광산구 수완로74번길 11-80(수완동 1257),35.19391198,126.8309767,2024-04-30
449,세븐일레븐 광주수완부영,"광주광역시 광산구 풍영로 294-8, 부영애시앙 상가 101호(장덕동 1115)",35.19709747,126.816138,2024-04-30
450,지에스(GS)25 광주보건대점,광주광역시 광산구 북문대로 417(신창동 507-17),35.19351264,126.8486648,2024-04-30
451,이마트24 광주신창원룸점,"광주광역시 광산구 신창로86번길 7, 1층(신창동 1232-16)",35.19295873,126.8379163,2024-04-30
452,골드마트,"광주광역시 광산구 장덕로5번길 16, 골드클래스 상가동 102~104호(장덕동 1046)",35.19770968,126.8112873,2024-04-30
453,주식회사 대광식자재 도매마트,"광주광역시 광산구 장신로 306-7, 1층(신창동)",35.19129901,126.8439086,2024-04-30
454,세븐일레븐 광주장덕사랑점,광주광역시 광산구 장신로20번안길 38(장덕동 1511),35.19046744,126.8113672,2024-04-30
455,GS25 장덕에버,"광주광역시 광산구 풍영로199번길 54, 1층(장덕동 1550)",35.18913991,126.8111844,2024-04-30
456,씨유(CU) 운남6단지점,"광주광역시 광산구 목련로153번길 134, 상가2동 102호(운남동 782-1)",35.17869832,126.8156113,2024-04-30
457,이마트24 수완원룸점,광주광역시 광산구 수완로11번길 9(신가동 1153),35.1861248,126.8280759,2024-04-30
458,세븐일레븐 광주신창유탑점,"광주광역시 광산구 장신로 306-37, 1001호(신창동 1292)",35.18884449,126.8439423,2024-04-30
459,세븐일레븐 광주신창신호점,광주광역시 광산구 장신로 266번길 9. 1층(신창동 1199-8),35.1900532,126.8393204,2024-04-30
460,세븐일레븐 광주흑석이지점,광주광역시 광산구 풍영로101번길 22(흑석동 524),35.1814655,126.811755,2024-04-30
461,지에스25 신가베르힐점,광주광역시 광산구 수등로94번길 30(신가동 1217),35.18207903,126.8189564,2024-04-30
462,씨유편의점(씨유수완해피점),"광주광역시 광산구 수완로74번길 11-4, 1층(수완동 1255)",35.19188897,126.8299375,2024-04-30
463,씨유 신창부영 2차점,"광주광역시 광산구 신창로71번길 33, 상가2동 101, 102호(신창동 1270)",35.19362671,126.8335172,2024-04-30
464,세븐일레븐 광주운남주공점,"광주광역시 광산구 목련로273번안길 34, 상가동 107·108호(운남동 771-5)",35.17782892,126.8229539,2024-04-30
465,세븐일레븐 광주삼성점,광주광역시 광산구 임방울대로 144(운남동 387-37),35.1739732,126.8179118,2024-04-30
466,(주)OK식자재마트,광주광역시 광산구 구촌반촌길 38 (신창동),35.18875455,126.8426994,2024-04-30
467,(주)범총각푸드,광주광역시 광산구 신창로35번길 97(신가동 466-1),35.18658113,126.8342679,2024-04-30
468,한마음새마을금고(운남지점),광주광역시 광산구 목련로273번안길 23(운남동 253),35.17787419,126.8235865,2024-04-30
469,이마트24 self 광주운남리채점,"광주광역시 광산구 목련로273번길 23, 1동 1층 103호(운남동)",35.17458005,126.826297,2024-04-30
470,드림편의점,광주광역시 광산구 도산동 1286-1 (송정서초교 정류장),35.13084906,126.7876387,2024-04-30
471,광산수퍼,광주광역시 광산구 상무대로 122-14(도산동 1286-6),35.13060324,126.7883486,2024-04-30
472,영신마트,광주광역시 광산구 남동길 16(도산동 1298-1),35.1288089,126.7888153,2024-04-30
473,GS25송정도산점,광주광역시 광산구 남동길30번길 35(도산동 1291-6),35.12917661,126.7901358,2024-04-30
474,호반할인마트,"광주광역시 광산구 도산로9번길 40, 도산동호반1차앞(도산동 1295-8)",35.12792489,126.7900863,2024-04-30
475,미니스톱도산점,"광주광역시 광산구 도산로9번길 22, 파랑새볼링장 옆(도산동 1294-10)",35.12858498,126.7907788,2024-04-30
476,청과마트,광주광역시 광산구 도산동 1293-1 (도산동사무소 前) 태평양약국옆,35.12948382,126.7910377,2024-04-30
477,SM마트,"광주광역시 광산구 도산로 21, 도산동우미아파트 앞(도산동 1039-2)",35.13004152,126.7908446,2024-04-30
478,자연엔,"광주광역시 광산구 도산로 4-1, 무등파크정문앞(도산동 1145-17)",35.12884506,126.7921587,2024-04-30
479,해뜰할인마트,"광주광역시 광산구 송도로 152, 인산주유소옆 신호등앞(도산동 766)",35.1282727,126.7925323,2024-04-30
480,주)다담리테일(송정점),"광주광역시 광산구 송도로 164, 호반2차아파트 앞(도산동 773)",35.12924914,126.7933724,2024-04-30
481,금강마트,광주광역시 광산구 송도로182번길 15-3(도산동 829),35.13052246,126.7949479,2024-04-30
482,알리바이공항점,광주광역시 광산구 송도로 262(송정동 258-28),35.13671093,126.7987566,2024-04-30
483,명지마트,"광주광역시 광산구 송도로320번길 11, 명지1차아파트 商家(신촌동 709-2)",35.14133533,126.8029055,2024-04-30
484,뉴나이스마트,"광주광역시 광산구 송도로320번길 16-15, 명지2차아파트 商家(송정동 448-1)",35.14029858,126.803794,2024-04-30
485,씨유(CU) 송정에이스점,"광주광역시 광산구 내상로 73, 공항아파트 前(송정동 555-4)",35.13674679,126.8001687,2024-04-30
486,광영상회,광주광역시 광산구 송도로 271-1(송정동 560-5),35.13772489,126.7991483,2024-04-30
487,파머스마트 송정점,"광주광역시 광산구 내상로 36, 구 광산신협빌딩(송정동 820-6)",35.13856629,126.7966519,2024-04-30
488,BIG마켓,광주광역시 광산구 송정동 809-5(파머스마트 아래 10m),35.13834236,126.7969567,2024-04-30
489,제일고추상회,"광주광역시 광산구 광산로30번길 63, 시장주차장 앞(송정동 684-5)",35.136495,126.797161,2024-04-30
490,중앙상회,"광주광역시 광산구 광산로30번길 17, 공영2주차장앞 4거리(송정동 819-61)",35.13814896,126.7957379,2024-04-30
491,슈퍼마켓자연숲(송정점),"광주광역시 광산구 송정로 49, 1층(송정동 893-48)",35.13538379,126.7964007,2024-04-30
492,세진마트,"광주광역시 광산구 송정로30번길 16, 1층 (송정동 871-8)",35.13567941,126.7935065,2024-04-30
493,전일수퍼,광주광역시 광산구 상도산길21번길 29(도산동 918-1),35.13399063,126.7933517,2024-04-30
494,마운틴종합마트,광주광역시 광산구 도산로 68 (희망이발관 앞),35.13414517,126.7901266,2024-04-30
495,믿음상회,"광주광역시 광산구 도산로 66-1, 희망이발관 앞(송정동 960-7)",35.13405304,126.7901233,2024-04-30
496,상아에이스,광주광역시 광산구 도산신송길 31(송정동 965-1),35.13456872,126.7914336,2024-04-30
497,오피스할인마트,광주광역시 광산구 송정로 5-1(송정동 852-10),35.13737316,126.7922959,2024-04-30
498,미니스톱송정중앙점,"광주광역시 광산구 광산로 30, 새송정떡갈비 맞은편(송정동 843-1)",35.13863252,126.7950356,2024-04-30
499,알리바이,광주광역시 광산구 광산로 53(송정동 795-14),35.1401219,126.7969468,2024-04-30
500,송정푸드마켓,"광주광역시 광산구 광산로 73, 1층(송정동)",35.14124934,126.7986833,2024-04-30
501,빛고을마트,광주광역시 광산구 광산로 91(송정동),35.14205408,126.8004331,2024-04-30
502,평동농협하나로마트,"광주광역시 광산구 평동로800번길 16, 평동파출소 앞(옥동218-1)",35.1243068,126.7606035,2024-04-30
503,세븐일레븐나비점,광주광역시 광산구 송정동 589-5(kt광산지점 맞은편),35.14048498,126.8011909,2024-04-30
504,에덴마트,광주광역시 광산구 용보로27번길 43(송정동 425-17),35.13753998,126.803023,2024-04-30
505,영암마트송정점,광주광역시 광산구 송정로 69 (송정동 227-11),35.13447385,126.7982772,2024-04-30
506,동곡농협하나로마트,광주광역시 광산구 동곡로 161-1(하산동 139-25),35.09799555,126.7741473,2024-04-30
507,1마트,광주광역시 광산구 송촌길 1(송촌동),35.13870556,126.7735807,2024-04-30
508,위드미 광주도산점,광주광역시 광산구 도산로9번길 22,35.12858498,126.7907788,2024-04-30
509,GS25광주송정역점,광주광역시 광산구 송정로 2(송정동 998-6),35.13717603,126.7918728,2024-04-30
510,또또수퍼,광주광역시 광산구 상무대로 247(소촌동 529-77),35.14105977,126.7937983,2024-04-30
511,세븐일레븐 광주평동원룸점,광주광역시 광산구 월전로 6-5(월전동),35.12069178,126.7776318,2024-04-30
512,삼도하나로마트,광주광역시 광산구 상지길 2(도덕동 302-9),35.16218906,126.7025579,2024-04-30
513,미니스톱평동월전점,광주광역시 광산구 월전로 22(월전동 1067),35.12175873,126.7765108,2024-04-30
514,나드리가게,"광주광역시 광산구 선운로2번길 39, 1층(선암동)",35.14637539,126.77347,2024-04-30
515,세븐일레븐영광통,광주광역시 광산구 상무대로 258(송정동 791-12),35.14142088,126.7950341,2024-04-30
516,GS25광주도산점,광주광역시 광산구 도산로9번길 22(도산동 1294-10),35.12858498,126.7907788,2024-04-30
517,씨유평동타운점,광주광역시 광산구 월전로 4-10(월전동 1193),35.12016389,126.7782452,2024-04-30
518,위드미 평동공단,광주광역시 광산구 평동산단로 170-3(월전동),35.12245081,126.7689223,2024-04-30
519,아침해마트,광주광역시 광산구 내상로 40(송정동 809-5),35.13834964,126.7969967,2024-04-30
520,6번가 마트,광주광역시 광산구 월전로 4-2(월전동 1192),35.12017957,126.7779493,2024-04-30
521,장바구니마트,"광주광역시 광산구 상무대로 128-1, 1층(도산동 1279-1)",35.1314823,126.7883268,2024-04-30
522,세븐일레븐라인2호점,광주광역시 광산구 송정로 30(송정동 871-35),35.13590043,126.7943559,2024-04-30
523,알리바이 송정점,광주광역시 광산구 광산로 53(송정동 800-4),35.1401219,126.7969468,2024-04-30
524,GS25 송정나비점,광주광역시 광산구 송도로 307-1(송정동 589-5),35.14048626,126.8012024,2024-04-30
525,세븐일레븐 광주송정KTX1호점,"광주광역시 광산구 상무대로 206, 1층(송정동 1003-77)",35.13760907,126.7919416,2024-04-30
526,송정농협 경제사업장,광주광역시 광산구 광산로68번길 38(송정동 566-3),35.13920916,126.7995878,2024-04-30
527,씨유 평동SK점,광주광역시 광산구 동곡로 510(월전동 2-75),35.12677105,126.7762305,2024-04-30
528,세븐일레븐 평동SB점,"광주광역시 광산구 평동산단로 196-24, 1층 103호(월전동 1217)",35.12412112,126.771056,2024-04-30
529,평동할인마트,광주광역시 광산구 평동로 813(옥동 31-4),35.12471481,126.7632947,2024-04-30
530,이마트24 광주고룡점,"광주광역시 광산구 임곡로 413, 1층 103호(고룡동 1018)",35.20949827,126.7808829,2024-04-30
531,아세안마트,"광주광역시 광산구 월전로 10-40, 세정빌라 101호(월전동 1138)",35.12133495,126.7782,2024-04-30
532,CU광주도산점,"광주광역시 광산구 송도로182번길 16-6, 107호·108호(도산동 832)",35.13001035,126.7943879,2024-04-30
533,지에스(GS25) 뉴평동공단,광주광역시 광산구 평동로913번길 58(월전동 913-3),35.131096,126.7736776,2024-04-30
534,주식회사 영암마트 송정점,"광주광역시 광산구 송정로 87, 1층(송정동 240)",35.13369596,126.8000606,2024-04-30
535,O.K 아시아마트,"광주광역시 광산구 월전로 10-11, 101호(월전동 1090)",35.12125165,126.7776544,2024-04-30
536,미니스톱 평동공단점,광주광역시 광산구 평동산단1번로 157(송촌동 276-11),35.13765883,126.7736362,2024-04-30
537,GS25 광산경찰서점,"광주광역시 광산구 어등대로 537, 1층(운수동 47-4)",35.15230984,126.7819198,2024-04-30
538,에브리마켓,"광주광역시 광산구 평동로1101번길 40, 113동 1층 103·104호(송정동 1516)",35.13702537,126.7871777,2024-04-30
539,이마트24 광주동곡점,"광주광역시 광산구 동곡로 170, 101호(유계동 608-3)",35.09782047,126.7756845,2024-04-30
540,카카오마트,광주광역시 광산구 평동로1120번길 70-22(도산동 980-7),35.13244465,126.7849299,2024-04-30
541,주식회사 거경,광주광역시 광산구 내상로 86(송정동 272-16),35.13572117,126.8014536,2024-04-30
542,외국인마트,광주광역시 광산구 평동로 851(옥동),35.12507291,126.7672428,2024-04-30
543,수수마트,광주광역시 광산구 월전로 4-38(월전동),35.12017725,126.7793926,2024-04-30
544,광주종합유통,광주광역시 광산구 상무대로 308(송정동 711-1),35.14332613,126.7996997,2024-04-30
545,호반수퍼식육점,광주광역시 광산구 송도로162번길 11-6(도산동 782),35.12913314,126.7952893,2024-04-30
546,나나마트,광주광역시 광산구 월전로 22-69(월전동 1184),35.12161155,126.7791736,2024-04-30
547,오케이 할인마트,"광주광역시 광산구 월전로 20, 1층(월전동 1080)",35.12155267,126.7766997,2024-04-30
548,이마트24 광주신도산역점,"광주광역시 광산구 상무대로 136, 1층(송정동 919-8)",35.13192826,126.7884109,2024-04-30
549,GS25 광산구청점,광주광역시 광산구 광산로19번길 11(송정동 840-2),35.13867601,126.7934671,2024-04-30
550,선우평동할인마트,광주광역시 광산구 평동로 749-2(옥동 27-39),35.12647068,126.7566145,2024-04-30
551,주식회사 도음,광주광역시 광산구 광산로 10-8 (송정동),35.13746149,126.7933983,2024-04-30
552,미니스톱 평동스타점,광주광역시 광산구 평동산단7번로 59(연산동),35.11365386,126.754969,2024-04-30
553,세븐일레븐 광주송정제일점,"광주광역시 광산구 송도로 210-1, 1층 (도산동 868-1)",35.1327834,126.7958871,2024-04-30
554,나나마트(옥동점),광주광역시 광산구 평동로 789-3(옥동 233-5),35.12500555,126.7606134,2024-04-30
555,씨유 송정대화점,"광주광역시 광산구 송도로212번길 27, 1층(도산동 877-1)",35.13224089,126.7971337,2024-04-30
556,홈케어서비스연구,"광주광역시 남구 화산로31번안길 2, 117동 107호(진월동)",35.11287126,126.8995346,2024-04-30
557,진곡아시아마트,"광주광역시 광산구 진곡산단2번로 58-7, 103호(오선동 692)",35.20001642,126.7914486,2024-04-30
558,앨리마트,"광주광역시 광산구 월전로 4-30, 1층 101호(월전동 1178)",35.12017447,126.7791542,2024-04-30
559,씨유 송정상아점,"광주광역시 광산구 도산신송길 31, 상가동 113~6호(송정동 965-1)",35.13456872,126.7914336,2024-04-30
560,유한회사 이준 이마트24 광주팔라시오점,"광주광역시 광산구 고봉로 53, 1층 104호(하남동 1198)",35.18197703,126.8012672,2024-04-30
561,씨유(CU) 우산동산점,"광주광역시 광산구 월곡산정로 20-49, 105호(우산동 1572-5)",35.16543664,126.8057354,2024-04-30
562,세븐일레븐 광주빛그린산단점,광주광역시 광산구 빛동2로가길 13(삼거동 840),35.16612502,126.6725101,2024-04-30
563,지에스25 서희센트럴점,"광주광역시 광산구 용아로 436-20, 118동 107~8호(흑석동)",35.18281519,126.8069449,2024-04-30
564,미니스톱 진곡은하점,"광주광역시 광산구 진곡산단중앙로 226, 1층 105호(진곡동 502)",35.20850834,126.7816437,2024-04-30
565,지에스25 첨단미르채점,"광주광역시 광산구 월계로 235-8, 1층 106호 미르채리버파크(쌍암동 694-106)",35.2139672,126.8517965,2024-04-30
566,세븐일레븐 광주월곡금호점,"광주광역시 광산구 월곡반월로 5, 1층(월곡동 610-5)",35.16639579,126.8123787,2024-04-30
567,싸다마트,"광주광역시 광산구 여대길 340, 상가동 101-2호(산정동, 어등산 한양수자인 테라스플러스)",35.16712453,126.7932655,2024-04-30
568,알리바이 하남지식센터점,"광주광역시 광산구 하남산단6번로 57, 상가동 107호(오선동)",35.20253417,126.8010917,2024-04-30
569,CU 광주우산점,"광주광역시 광산구 사암로215번길 103, 1층(우산동)",35.16396002,126.8025966,2024-04-30
570,에스엠마트 내방점(엘에스리테일 주식회사),"광주광역시 서구 내방로306번길 11, 1층(내방동)",35.15640784,126.8740912,2024-04-30
571,미니스톱 광주선운점,"광주광역시 광산구 선운로 34, 상가동 101호(선암동, 선운지구다사로움아파트)",35.14915923,126.7734652,2024-04-30
572,씨유 광주신창원룸점,"광주광역시 광산구 신창로105번길 16-1, 1층(신창동)",35.19504026,126.8368662,2024-04-30
573,아시아마트,광주광역시 광산구 산정공원로82번길 6-1,35.17466732,126.8069591,2024-04-30
574,쿱스토어 광주 수완2호점,광주광역시 광산구 수완로73번길 7(수완동),35.19141182,126.8281031,2024-04-30
575,나나24,"광주광역시 광산구 월전로 22-13, 1층(월전동)",35.12200101,126.7768506,2024-04-30
576,99마트,"광주광역시 광산구 월전로 22-35, 1층(월전동)",35.1226496,126.7778142,2024-04-30
577,디 앨리 마트(The Aelly Mart),광주광역시 광산구 월곡중앙로13번길 8-17(월곡동),35.16845667,126.8104208,2024-04-30
578,이마트24 광주옥동점,광주광역시 광산구 평동로 792(옥동),35.12460255,126.7609315,2024-04-30
579,씨유 하남공원점,"광주광역시 광산구 하남대로54번안길 142, 1층(하남동)",35.17784041,126.800154,2024-04-30
580,이마트24 R평동3차점,"광주광역시 광산구 평동산단연산로 28, 103호(연산동)",35.1126154,126.7558606,2024-04-30
581,주식회사 보라식자재,"광주광역시 광산구 풍영철길로 20-5, 101호(우산동)",35.16334379,126.8133097,2024-04-30
582,지에스25 소촌미소래점,"광주광역시 광산구 소촌로42번길 195, 상가동 103, 104호(소촌동)",35.15505426,126.7979587,2024-04-30
583,씨유 첨단트레비엔점,"광주광역시 광산구 첨단중앙로106번길 25, 상가동 105호(월계동)",35.21529798,126.8442044,2024-04-30
584,세븐일레븐 광주평동센터점,광주광역시 광산구 평동로 801(옥동),35.1246451,126.7619428,2024-04-30
585,씨유 수완아름마을점,"광주광역시 광산구 하남대로261번길 11, 주상가동 104호(신가동)",35.18052622,126.8200147,2024-04-30
586,세우티,광주광역시 광산구 사암로 519(장덕동),35.19054561,126.8094223,2024-04-30
587,씨유 우산 중흥리버티점,"광주광역시 광산구 풍영철길로 20-20, 118동 101-2호(우산동)",35.16154656,126.815177,2024-04-30
588,미니스톱 쌍암에이스점,"광주광역시 광산구 첨단중앙로152번길 76, 1층(쌍암동)",35.21881365,126.8462813,2024-04-30
589,유한회사 인재대양식자재마트,"광주광역시 광산구 어등대로 555, 1층(운수동)",35.15268341,126.7836046,2024-04-30
590,씨유 신창호반5차점,"광주광역시 광산구 왕버들로251번길 27, 상가1동 102-3호(신창동)",35.19762893,126.8353206,2024-04-30
591,세븐일레븐 광주신창왕버들점,"광주광역시 광산구 왕버들로 265, 1층(신창동)",35.19623863,126.8376893,2024-04-30
592,㈜진만 제이에스지점,"광주광역시 광산구 하남울로48번길 4, 101호(흑석동)",35.18441277,126.8025977,2024-04-30
593,세븐일레븐 광주신가사거리점,광주광역시 광산구 하남대로 288(운남동 774-1),35.17876199,126.825056,2024-04-30
594,세븐일레븐 광주소촌농공점,"광주광역시 광산구 소촌로149번길 36-1, 마동 1층(운수동)",35.15766343,126.7867124,2024-04-30
595,지에스25 광주본점,"광주광역시 광산구 첨단중앙로 110, 101호(월계동)",35.21517417,126.8431849,2024-04-30
596,세븐일레븐 광주장덕행복점,"광주광역시 광산구 장덕로40번길 13-2, 1층(장덕동)",35.19439696,126.8136826,2024-04-30
597,옐로우시티 장성로컬푸드직매장,광주광역시 북구 오룡동 949-5,35.22785606,126.8365701,2024-04-30
598,유투(U2) 편의점,"광주광역시 광산구 어등대로 412, 1층(선암동)",35.14903074,126.768718,2024-04-30
599,지에스25 하남에드가점,"광주광역시 광산구 무진대로 229, 105호(우산동, 에드가리움)",35.16233196,126.8057049,2024-04-30
600,지에스25 수완모아엘가점,"광주광역시 광산구 목련로381번길 27, 상가동 109호(신가동, 모아엘가더수완)",35.18159638,126.8308801,2024-04-30
601,롯데프레시 광주하남점,광주광역시 광산구 하남대로 39(하남동),35.18053268,126.7979348,2024-04-30
602,이마트24 SMART광주도산우방점,"광주광역시 광산구 평동로1098번길 185, 111동 1층 101호(도산동)",35.12815313,126.7822794,2024-04-30
603,CU 첨단우미점,"광주광역시 광산구 임방울대로 673-13, 상가동 1층 101호(월계동)",35.21672405,126.8308688,2024-04-30
604,씨유 월계미소점,"광주광역시 광산구 임방울대로 727-6, 상가동 1층 104호(월계동)",35.2183523,126.8384341,2024-04-30
605,씨유 첨단월계점,광주광역시 광산구 첨단중앙로106번길 50(월계동),35.2146029,126.8457114,2024-04-30
606,씨유 수완휴먼시아점,"광주광역시 광산구 하남대로261번길 11, 분산상가동 1층 101,2호(신가동)",35.18052622,126.8200147,2024-04-30
607,CU 장덕미소점,"광주광역시 광산구 풍영로329번길 50, 상가동 103,4호(장덕동)",35.20195491,126.8114293,2024-04-30
608,씨유 운남5단지점,광주광역시 광산구 임방울대로 178-12(운남동),35.17593141,126.8184015,2024-04-30
609,씨유(CU) 신창대광점,"광주광역시 광산구 장신로 306, 상가동 101호(신창동)",35.19111954,126.8434139,2024-04-30
610,씨유 송정중앙점,"광주광역시 광산구 광산로 65, 1층(송정동)",35.14080447,126.7981676,2024-04-30
611,CU 신창프뤼몰점,"광주광역시 광산구 신창로 64, 1층 106호(신창동)",35.19094243,126.8373993,2024-04-30
612,주식회사 와이마트 영무수완점,"광주광역시 광산구 수완로33번길 79, 상가동 101호(수완동)",35.18759681,126.8254373,2024-04-30
613,세븐일레븐 광주월계차니점,광주광역시 광산구 월계로16번길 59(월계동),35.21067768,126.8349679,2024-04-30
614,지에스25 첨단센터점,"광주광역시 광산구 임방울대로826번길 60-2, 1층(월계동)",35.21500538,126.8484504,2024-04-30
615,유한회사 진균,광주광역시 광산구 목련로 231(운남동),35.1734954,126.8231526,2024-04-30
616,지에스25 첨단요양병원점,"광주광역시 광산구 첨단중앙로170번길 54, 1층 101호(쌍암동)",35.22032171,126.8447396,2024-04-30
617,㈜다담리테일(첨단점),광주광역시 광산구 임방울대로825번길 21-10(쌍암동),35.21940291,126.8483226,2024-04-30
618,지에스25 빛그린산단점,"광주광역시 광산구 삼도로 101, 106호(삼거동)",35.16372469,126.6747409,2024-04-30
619,씨유 수완탑점,"광주광역시 광산구 수완로50번길 13, 1층(수완동)",35.18963299,126.8298184,2024-04-30
620,지에스(GS)25 첨단사랑점,광주광역시 광산구 임방울대로800번길 42(월계동),35.2156745,126.8457011,2024-04-30
621,씨유 흑석중흥점,"광주광역시 광산구 풍영로145번길 15, 제상가동 1층 101호(흑석동, 수완2단지중흥에스클래스)",35.18415392,126.8134152,2024-04-30
622,세븐일레븐 광주하남대로점,"광주광역시 광산구 손재로 173, 가동 1층(남쪽끝코너)(하남동)",35.18069205,126.7947754,2024-04-30
623,씨유 산정셀트리움점,"광주광역시 광산구 목련로 42, 상가1동 102-3호(산정동, 산정셀트리움)",35.17239606,126.8021974,2024-04-30
624,씨유 수완피오레점,"광주광역시 광산구 수완로73번길 40, 상가동 102-3호(수완동, 수완대주피오레 6단지)",35.19193995,126.8262876,2024-04-30
625,지에스25 광주해양에너지점,"광주광역시 광산구 손재로287번길 59, L동(하남동, 해양에너지)",35.19053286,126.7915646,2024-04-30
626,씨유 광산우체국점,광주광역시 광산구 사암로171번길 40(우산동),35.16002257,126.8055254,2024-04-30
627,씨유(CU) 광주선운원룸점,"광주광역시 광산구 선운중앙로67번길 26, 1층(선암동)",35.15029602,126.7804176,2024-04-30
628,씨유 수완포유점,"광주광역시 광산구 풍영로170번길 39-9, 상가동 1층 101호(장덕동, 성덕마을새한포유)",35.1874519,126.814713,2024-04-30
629,세븐일레븐 광주비아중흥점,"광주광역시 광산구 비아안길 29, 1층(비아동)",35.22079295,126.8177797,2024-04-30
630,씨유 첨단우리점,"광주광역시 광산구 월계로150번길 30, 1층(월계동)",35.21194301,126.8416585,2024-04-30
631,씨유 첨단동부점,"광주광역시 광산구 첨단중앙로 201, 상가동 101호(월계동)",35.22285456,126.8401467,2024-04-30
632,어 뉴 마트,"광주광역시 광산구 월전로 10-6, 1층 전체(월전동)",35.12081486,126.7774609,2024-04-30
633,세븐일레븐 광주장덕대방점,광주광역시 광산구 풍영로200번길 59(장덕동),35.18989058,126.817433,2024-04-30
634,세븐일레븐 광주선운원룸점,광주광역시 광산구 선운로20번길 56(선암동),35.14662187,126.7766555,2024-04-30
635,세븐일레븐 광주소촌이지점,"광주광역시 광산구 소촌로152번길 11, 상가동 101-2호(소촌동)",35.15914231,126.7934387,2024-04-30
636,세븐일레븐 광주우산아제점,"광주광역시 광산구 사암로106번길 57, 1층(우산동)",35.15378176,126.8104224,2024-04-30
637,세븐일레븐 신가목련점,광주광역시 광산구 목련로394번길 42(신가동),35.1836196,126.8348339,2024-04-30
638,세븐일레븐 광주우산5호점,광주광역시 광산구 사암로216번길 38-12(우산동),35.16282453,126.810357,2024-04-30
639,단원마트,광주광역시 광산구 풍영로329번길 50(장덕동),35.20195491,126.8114293,2024-04-30
640,지에스25(GS25) 신가중흥점,"광주광역시 광산구 목련로382번길 114-1, 104동 1층 4호(신창동)",35.18040976,126.8382182,2024-04-30
641,세븐일레븐 광주비아도천점,광주광역시 광산구 임방울대로 611-5(도천동),35.21223012,126.8269294,2024-04-30
642,세븐일레븐 광주신창호반점,"광주광역시 광산구 신창로131번길 9, 109호(신창동, 자선빌딩)",35.1970193,126.8380315,2024-04-30
643,세븐일레븐 광주첨단병원점,"광주광역시 광산구 첨단중앙로170번길 59, 1층(쌍암동, 광주첨단병원)",35.22110389,126.8452961,2024-04-30
644,씨유 소촌송광점,"광주광역시 광산구 어등대로647번길 32, 상가동 1,2호(소촌동, 송광파크맨션)",35.14511881,126.7933398,2024-04-30
645,지에스25 수완예미지점,"광주광역시 광산구 하남산단1번로 61, 142호(하남동, 예미지파크힐스)",35.18635861,126.80155,2024-04-30
646,지에스25 첨단메트로점,"광주광역시 광산구 임방울대로 773, 109호(쌍암동, 첨단한국아델리움메트로시티)",35.21825035,126.8431529,2024-04-30
647,세븐일레븐 광주하남산단점,광주광역시 광산구 손재로 458(오선동),35.20656742,126.7953472,2024-04-30
648,유한회사 장보고푸드,"광주광역시 광산구 목련로381번길 25, 101호(신가동)",35.18242559,126.8313123,2024-04-30
649,지에스25 광주보훈병원점,"광주광역시 광산구 첨단중앙로68번길 134, 상가1동 109호(산월동)",35.20913989,126.8507344,2024-04-30
650,세븐일레븐 광주수완미래점,"광주광역시 광산구 장신로 175, 1층(수완동)",35.19086158,126.829406,2024-04-30
651,성오종합유통,광주광역시 광산구 내상로 53(송정동),35.13770116,126.7982649,2024-04-30
652,임페리아푸드,"광주광역시 광산구 산정공원로 6, 1층(월곡동)",35.16924277,126.8083747,2024-04-30
653,㈜디제이코퍼레이션,"광주광역시 광산구 산정공원로81번길 30-20, 1층(산정동)",35.17575969,126.8051115,2024-04-30
654,세븐일레븐 광주산정대덕점,"광주광역시 광산구 산정공원로81번길 36, 1층(산정동)",35.17509864,126.8044981,2024-04-30
655,세계로정육할인마트,"광주광역시 광산구 비아동원촌길 83, 103호(비아동)",35.22159147,126.8290403,2024-04-30
656,이마트24 광주돈보스코점,광주광역시 광산구 고봉로 130(하남동),35.18469325,126.7940336,2024-04-30
657,지에스25 하남우체국점,"광주광역시 광산구 하남산단4번로 172, 1층(장덕동)",35.19069892,126.8090153,2024-04-30
